;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.39480        -0.00020        0.0000          179.6649        -50.16          0.000
0.760          0.0002          -0.0006         -1.39880        -0.00020        0.0000          179.6558        -50.16          0.000
1.510          0.0002          -0.0006         -1.39900        -0.00020        0.0000          183.7524        -50.12          0.000
2.261          0.0002          -0.0006         -1.40570        -0.00020        0.0000          183.7249        -50.12          0.000
3.011          0.0002          -0.0006         -1.40720        -0.00020        0.0000          183.7066        -50.16          0.000
3.761          0.0002          -0.0006         -1.40840        -0.00020        0.0000          183.6883        -50.16          0.000
4.501          0.0002          -0.0006         -1.40840        -0.00020        0.0000          183.6791        -50.16          0.000
5.262          0.0002          -0.0006         -1.40680        -0.00020        0.0000          183.6608        -50.12          0.000
6.002          0.0002          -0.0006         -1.40580        -0.00020        0.0000          183.6333        -50.12          0.000
6.762          0.0002          -0.0006         -1.40310        -0.00020        0.0000          183.6149        -50.12          0.000
7.513          0.0002          -0.0006         -1.40450        -0.00020        0.0000          183.6058        -50.16          0.000
8.252          0.0002          -0.0006         -1.40770        -0.00020        0.0000          183.5783        -50.16          0.000
9.013          0.0002          -0.0006         -1.40750        -0.00020        0.0000          183.5599        -50.16          0.000
9.764          0.0002          -0.0006         -1.41260        -0.00020        0.0000          183.5416        -50.16          0.000
10.503         0.0002          -0.0006         -1.41430        -0.00020        0.0000          183.5325        -50.12          0.000
11.263         0.0002          -0.0006         -1.41700        -0.00020        0.0000          183.5050        -50.16          0.000
12.003         0.0002          -0.0006         -1.41700        -0.00020        0.0000          183.4866        -50.12          0.000
12.765         0.0002          -0.0006         -1.41520        -0.00020        0.0000          183.4683        -50.16          0.000
13.505         0.0002          -0.0006         -1.41360        -0.00020        0.0000          183.4500        -50.16          0.000
14.267         0.0002          -0.0006         -1.41080        -0.00020        0.0000          183.4316        -50.12          0.000
15.005         0.0002          -0.0006         -1.41290        -0.00020        0.0000          183.4133        -50.16          0.000
15.767         0.0002          -0.0006         -1.41510        -0.00020        0.0000          183.3858        -50.16          0.000
16.507         0.0002          -0.0006         -1.41470        -0.00020        0.0000          183.3675        -50.12          0.000
17.268         0.0002          -0.0006         -1.42120        -0.00020        0.0000          183.3583        -50.16          0.000
18.008         0.0002          -0.0006         -1.42340        -0.00020        0.0000          183.3400        -50.16          0.000
18.758         0.0002          -0.0006         -1.42370        -0.00020        0.0000          183.3125        -50.12          0.000
19.508         0.0002          -0.0006         -1.42290        -0.00020        0.0000          183.2942        -50.16          0.000
20.258         0.0002          -0.0006         -1.42040        -0.00020        0.0000          183.2850        -50.12          0.000
21.009         0.0002          -0.0006         -1.41790        -0.00020        0.0000          183.2667        -50.16          0.000
21.760         0.0002          -0.0006         -1.42050        -0.00020        0.0000          183.2392        -50.16          0.000
22.511         0.0002          -0.0006         -1.42160        -0.00020        0.0000          183.2209        -50.16          0.000
23.260         0.0002          -0.0006         -1.42270        -0.00020        0.0000          183.2117        -50.16          0.000
24.001         0.0002          -0.0006         -1.42670        -0.00020        0.0000          183.1842        -50.16          0.000
24.762         0.0002          -0.0006         -1.43050        -0.00020        0.0000          183.1750        -50.16          0.000
25.511         0.0002          -0.0006         -1.43050        -0.00020        0.0000          183.1475        -50.16          0.000
26.250         0.0002          -0.0006         -1.42820        -0.00020        0.0000          183.1292        -50.16          0.000
27.001         0.0002          -0.0006         -1.42680        -0.00020        0.0000          183.1109        -50.16          0.000
27.751         0.0002          -0.0006         -1.42370        -0.00020        0.0000          183.0925        -50.16          0.000
