;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.46550        -0.00020        0.0000          180.3523        -50.12          0.000
0.760          0.0002          -0.0006         -1.46510        -0.00020        0.0000          180.3340        -50.16          0.000
1.509          0.0002          -0.0006         -1.47230        -0.00020        0.0000          180.3248        -50.16          0.000
2.270          0.0002          -0.0006         -1.47430        -0.00020        0.0000          180.3065        -50.16          0.000
3.001          0.0002          -0.0006         -1.47210        -0.00020        0.0000          180.2881        -50.16          0.000
3.761          0.0002          -0.0006         -1.46910        -0.00020        0.0000          180.2698        -50.16          0.000
4.501          0.0002          -0.0006         -1.46810        -0.00020        0.0000          180.2515        -50.16          0.000
5.252          0.0002          -0.0006         -1.46900        -0.00020        0.0000          180.2240        -50.16          0.000
6.003          0.0002          -0.0006         -1.47200        -0.00020        0.0000          180.2057        -50.16          0.000
6.752          0.0002          -0.0006         -1.47550        -0.00020        0.0000          180.1965        -50.16          0.000
7.502          0.0002          -0.0006         -1.47700        -0.00020        0.0000          180.1782        -50.16          0.000
8.252          0.0002          -0.0006         -1.47500        -0.00020        0.0000          180.1598        -50.16          0.000
9.004          0.0002          -0.0006         -1.46940        -0.00020        0.0000          180.1415        -50.16          0.000
9.762          0.0002          -0.0006         -1.47160        -0.00020        0.0000          180.1140        -50.16          0.000
10.503         0.0002          -0.0006         -1.47120        -0.00020        0.0000          180.0957        -50.16          0.000
11.253         0.0002          -0.0006         -1.47570        -0.00020        0.0000          180.0865        -50.16          0.000
12.005         0.0002          -0.0006         -1.48030        -0.00020        0.0000          180.0682        -50.12          0.000
12.755         0.0002          -0.0006         -1.47980        -0.00020        0.0000          180.0499        -50.12          0.000
13.514         0.0002          -0.0006         -1.47420        -0.00020        0.0000          180.0407        -50.12          0.000
14.254         0.0002          -0.0006         -1.47260        -0.00020        0.0000          180.0132        -50.16          0.000
15.014         0.0002          -0.0006         -1.47590        -0.00020        0.0000          180.0040        -50.12          0.000
15.764         0.0002          -0.0006         -1.47510        -0.00020        0.0000          179.9857        -50.16          0.000
16.515         0.0002          -0.0006         -1.48290        -0.00020        0.0000          179.9857        -50.16          0.000
17.256         0.0002          -0.0006         -1.48340        -0.00020        0.0000          179.9491        -50.16          0.000
18.016         0.0002          -0.0006         -1.47880        -0.00020        0.0000          179.9307        -50.12          0.000
18.756         0.0002          -0.0006         -1.47600        -0.00020        0.0000          179.9032        -50.16          0.000
19.516         0.0002          -0.0006         -1.47830        -0.00020        0.0000          179.8941        -50.16          0.000
20.256         0.0002          -0.0006         -1.47780        -0.00020        0.0000          179.8757        -50.16          0.000
21.006         0.0002          -0.0006         -1.48330        -0.00020        0.0000          179.8574        -50.12          0.000
21.755         0.0002          -0.0006         -1.48520        -0.00020        0.0000          179.8391        -50.16          0.000
22.515         0.0002          -0.0006         -1.48350        -0.00020        0.0000          179.8207        -50.16          0.000
23.257         0.0002          -0.0006         -1.48020        -0.00020        0.0000          179.8024        -50.16          0.000
24.016         0.0002          -0.0006         -1.48050        -0.00020        0.0000          179.7841        -50.12          0.000
24.767         0.0002          -0.0006         -1.48130        -0.00020        0.0000          179.7658        -50.12          0.000
25.517         0.0002          -0.0006         -1.48390        -0.00020        0.0000          179.7566        -50.16          0.000
26.267         0.0002          -0.0006         -1.48690        -0.00020        0.0000          179.7291        -50.16          0.000
27.017         0.0002          -0.0006         -1.48640        -0.00020        0.0000          179.7199        -50.16          0.000
27.758         0.0002          -0.0006         -1.48410        -0.00020        0.0000          179.7016        -50.16          0.000
28.517         0.0002          -0.0006         -1.48130        -0.00020        0.0000          179.6833        -50.12          0.000
29.257         0.0002          -0.0006         -1.48330        -0.00020        0.0000          179.6741        -50.16          0.000
30.007         0.0002          -0.0006         -1.48440        -0.00020        0.0000          179.6466        -50.16          0.000
30.757         0.0002          -0.0006         -1.48830        -0.00020        0.0000          184.9255        -50.16          0.000
31.507         0.0002          -0.0006         -1.48940        -0.00020        0.0000          184.9163        -50.16          0.000
32.267         0.0002          -0.0006         -1.48800        -0.00020        0.0000          184.8888        -50.16          0.000
33.007         0.0002          -0.0006         -1.48230        -0.00020        0.0000          184.8797        -50.16          0.000
33.768         0.0002          -0.0006         -1.48490        -0.00020        0.0000          184.8522        -50.16          0.000
34.508         0.0002          -0.0006         -1.48550        -0.00020        0.0000          184.8338        -50.16          0.000
35.268         0.0002          -0.0006         -1.48940        -0.00020        0.0000          184.8247        -50.16          0.000
36.018         0.0002          -0.0006         -1.49250        -0.00020        0.0000          184.7972        -50.16          0.000
36.768         0.0002          -0.0006         -1.49180        -0.00020        0.0000          184.7789        -50.16          0.000
37.519         0.0002          -0.0006         -1.48560        -0.00020        0.0000          184.7605        -50.16          0.000
38.259         0.0002          -0.0006         -1.48710        -0.00020        0.0000          184.7514        -50.16          0.000
39.020         0.0002          -0.0006         -1.48970        -0.00020        0.0000          184.7239        -50.16          0.000
39.750         0.0002          -0.0006         -1.49170        -0.00020        0.0000          184.7055        -50.12          0.000
40.510         0.0002          -0.0006         -1.49760        -0.00020        0.0000          184.6872        -50.16          0.000
41.251         0.0002          -0.0006         -1.49700        -0.00020        0.0000          184.6689        -50.16          0.000
42.010         0.0002          -0.0006         -1.49170        -0.00020        0.0000          184.6505        -50.16          0.000
42.750         0.0002          -0.0006         -1.49110        -0.00020        0.0000          184.6322        -50.16          0.000
43.501         0.0002          -0.0006         -1.49540        -0.00020        0.0000          184.6139        -50.16          0.000
44.251         0.0002          -0.0006         -1.49450        -0.00020        0.0000          184.5956        -50.16          0.000
45.011         0.0002          -0.0006         -1.50180        -0.00020        0.0000          184.5772        -50.16          0.000
45.761         0.0002          -0.0006         -1.50180        -0.00020        0.0000          184.5589        -50.16          0.000
46.502         0.0002          -0.0006         -1.49640        -0.00020        0.0000          184.5406        -50.12          0.000
47.253         0.0002          -0.0006         -1.49380        -0.00020        0.0000          184.5222        -50.12          0.000
48.002         0.0002          -0.0006         -1.49910        -0.00020        0.0000          184.5039        -50.16          0.000
48.752         0.0002          -0.0006         -1.49720        -0.00020        0.0000          184.4764        -50.16          0.000
49.502         0.0002          -0.0006         -1.50520        -0.00020        0.0000          184.4581        -50.16          0.000
50.264         0.0002          -0.0006         -1.50550        -0.00020        0.0000          184.4398        -50.16          0.000
51.012         0.0002          -0.0006         -1.50110        -0.00020        0.0000          184.4214        -50.16          0.000
51.752         0.0002          -0.0006         -1.49730        -0.00020        0.0000          184.4031        -50.16          0.000
52.503         0.0002          -0.0006         -1.50160        -0.00020        0.0000          184.3848        -50.16          0.000
53.262         0.0002          -0.0006         -1.50040        -0.00020        0.0000          184.3756        -50.16          0.000
54.013         0.0002          -0.0006         -1.50640        -0.00020        0.0000          184.3481        -50.12          0.000
54.753         0.0002          -0.0006         -1.50810        -0.00020        0.0000          184.3298        -50.16          0.000
55.514         0.0002          -0.0006         -1.50420        -0.00020        0.0000          184.3206        -50.16          0.000
56.263         0.0002          -0.0006         -1.50050        -0.00020        0.0000          184.2931        -50.16          0.000
57.014         0.0002          -0.0006         -1.50240        -0.00020        0.0000          184.2748        -50.16          0.000
57.754         0.0002          -0.0006         -1.50350        -0.00020        0.0000          184.2565        -50.16          0.000
58.504         0.0002          -0.0006         -1.50670        -0.00020        0.0000          184.2381        -50.16          0.000
59.254         0.0002          -0.0006         -1.50910        -0.00020        0.0000          184.2290        -50.16          0.000
60.004         0.0002          -0.0006         -1.50670        -0.00020        0.0000          184.2015        -50.12          0.000
60.764         0.0002          -0.0006         -1.50300        -0.00020        0.0000          184.1831        -50.16          0.000
61.505         0.0002          -0.0006         -1.50270        -0.00020        0.0000          184.1648        -50.16          0.000
62.265         0.0002          -0.0006         -1.50460        -0.00020        0.0000          184.1465        -50.16          0.000
63.005         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.1282        -50.12          0.000
63.756         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.1190        -50.16          0.000
64.516         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.0915        -50.12          0.000
