;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.29660        -0.00020        0.0000          180.3798        -50.16          0.000
0.760          0.0002          -0.0006         -1.29190        -0.00020        0.0000          180.3523        -50.16          0.000
1.511          0.0002          -0.0006         -1.29370        -0.00020        0.0000          180.3340        -50.16          0.000
2.260          0.0002          -0.0006         -1.29580        -0.00020        0.0000          180.3248        -50.16          0.000
3.019          0.0002          -0.0006         -1.29820        -0.00020        0.0000          180.3065        -50.16          0.000
3.769          0.0002          -0.0006         -1.29930        -0.00020        0.0000          180.2790        -50.16          0.000
4.510          0.0002          -0.0006         -1.29760        -0.00020        0.0000          180.2607        -50.16          0.000
5.258          0.0002          -0.0006         -1.29180        -0.00020        0.0000          180.2423        -50.16          0.000
6.019          0.0002          -0.0006         -1.29400        -0.00020        0.0000          180.2240        -50.16          0.000
6.758          0.0002          -0.0006         -1.29560        -0.00020        0.0000          180.2057        -50.12          0.000
7.510          0.0002          -0.0006         -1.29680        -0.00020        0.0000          180.1873        -50.12          0.000
8.259          0.0002          -0.0006         -1.30200        -0.00020        0.0000          180.1690        -50.12          0.000
9.019          0.0002          -0.0006         -1.30150        -0.00020        0.0000          180.1415        -50.16          0.000
9.761          0.0002          -0.0006         -1.29660        -0.00020        0.0000          180.1323        -50.16          0.000
10.511         0.0002          -0.0006         -1.29420        -0.00020        0.0000          180.1049        -50.16          0.000
11.260         0.0002          -0.0006         -1.29740        -0.00020        0.0000          180.0865        -50.16          0.000
12.000         0.0002          -0.0006         -1.29710        -0.00020        0.0000          180.0774        -50.16          0.000
12.760         0.0002          -0.0006         -1.30210        -0.00020        0.0000          180.0590        -50.16          0.000
13.510         0.0002          -0.0006         -1.30450        -0.00020        0.0000          180.0315        -50.16          0.000
14.261         0.0002          -0.0006         -1.30130        -0.00020        0.0000          180.0132        -50.16          0.000
15.001         0.0002          -0.0006         -1.29910        -0.00020        0.0000          179.9949        -50.16          0.000
15.762         0.0002          -0.0006         -1.29770        -0.00020        0.0000          179.9857        -50.12          0.000
16.511         0.0002          -0.0006         -1.29980        -0.00020        0.0000          179.9674        -50.16          0.000
17.252         0.0002          -0.0006         -1.30070        -0.00020        0.0000          179.9399        -50.12          0.000
18.012         0.0002          -0.0006         -1.30440        -0.00020        0.0000          179.9216        -50.16          0.000
