;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.55230        -0.00020        0.0000          184.0182        -50.16          0.000
0.751          0.0002          -0.0006         -1.55280        -0.00020        0.0000          183.9999        -50.16          0.000
1.511          0.0002          -0.0006         -1.55070        -0.00020        0.0000          183.9724        -50.16          0.000
2.251          0.0002          -0.0006         -1.54610        -0.00020        0.0000          183.9632        -50.12          0.000
3.001          0.0002          -0.0006         -1.54580        -0.00020        0.0000          183.9449        -50.16          0.000
3.761          0.0002          -0.0006         -1.55000        -0.00020        0.0000          183.9174        -50.16          0.000
4.511          0.0002          -0.0006         -1.54990        -0.00020        0.0000          183.8990        -50.16          0.000
5.262          0.0002          -0.0006         -1.55350        -0.00020        0.0000          183.8807        -50.16          0.000
6.001          0.0002          -0.0006         -1.55490        -0.00020        0.0000          183.8624        -50.16          0.000
6.752          0.0002          -0.0006         -1.55270        -0.00020        0.0000          183.8441        -50.16          0.000
7.502          0.0002          -0.0006         -1.55030        -0.00020        0.0000          183.8257        -50.16          0.000
8.262          0.0002          -0.0006         -1.54610        -0.00020        0.0000          183.7982        -50.16          0.000
9.013          0.0002          -0.0006         -1.54910        -0.00020        0.0000          183.7891        -50.12          0.000
9.762          0.0002          -0.0006         -1.55190        -0.00020        0.0000          183.7707        -50.16          0.000
10.502         0.0002          -0.0006         -1.55130        -0.00020        0.0000          183.7432        -50.16          0.000
11.253         0.0002          -0.0006         -1.55590        -0.00020        0.0000          183.7249        -50.16          0.000
12.003         0.0002          -0.0006         -1.55560        -0.00020        0.0000          183.7066        -50.16          0.000
12.763         0.0002          -0.0006         -1.55110        -0.00020        0.0000          183.6883        -50.16          0.000
13.514         0.0002          -0.0006         -1.54860        -0.00020        0.0000          183.6699        -50.16          0.000
14.255         0.0002          -0.0006         -1.55020        -0.00020        0.0000          183.6516        -50.16          0.000
15.014         0.0002          -0.0006         -1.55240        -0.00020        0.0000          183.6333        -50.16          0.000
15.765         0.0002          -0.0006         -1.55190        -0.00020        0.0000          183.6241        -50.16          0.000
16.505         0.0002          -0.0006         -1.55490        -0.00020        0.0000          183.6241        -50.12          0.000
17.256         0.0002          -0.0006         -1.55710        -0.00020        0.0000          183.5783        -50.16          0.000
18.006         0.0002          -0.0006         -1.55590        -0.00020        0.0000          183.5599        -50.16          0.000
18.756         0.0002          -0.0006         -1.55140        -0.00020        0.0000          183.5416        -50.16          0.000
19.505         0.0002          -0.0006         -1.54890        -0.00020        0.0000          183.5233        -50.16          0.000
20.255         0.0002          -0.0006         -1.55320        -0.00020        0.0000          183.4958        -50.16          0.000
21.016         0.0002          -0.0006         -1.55430        -0.00020        0.0000          183.4866        -50.16          0.000
21.766         0.0002          -0.0006         -1.55590        -0.00020        0.0000          183.4683        -50.16          0.000
22.515         0.0002          -0.0006         -1.55860        -0.00020        0.0000          183.4408        -50.16          0.000
23.266         0.0002          -0.0006         -1.55890        -0.00020        0.0000          183.4225        -50.12          0.000
24.006         0.0002          -0.0006         -1.55660        -0.00020        0.0000          183.4041        -50.16          0.000
24.766         0.0002          -0.0006         -1.55090        -0.00020        0.0000          183.3858        -50.16          0.000
25.515         0.0002          -0.0006         -1.55160        -0.00020        0.0000          183.3675        -50.16          0.000
26.265         0.0002          -0.0006         -1.55630        -0.00020        0.0000          183.3400        -50.16          0.000
27.005         0.0002          -0.0006         -1.55650        -0.00020        0.0000          183.3308        -50.16          0.000
27.766         0.0002          -0.0006         -1.56020        -0.00020        0.0000          183.3125        -50.12          0.000
28.516         0.0002          -0.0006         -1.56160        -0.00020        0.0000          183.2942        -50.16          0.000
29.266         0.0002          -0.0006         -1.55900        -0.00020        0.0000          183.2758        -50.16          0.000
30.016         0.0002          -0.0006         -1.55610        -0.00020        0.0000          183.2575        -50.16          0.000
30.767         0.0002          -0.0006         -1.55220        -0.00020        0.0000          183.2300        -50.16          0.000
31.517         0.0002          -0.0006         -1.55530        -0.00020        0.0000          183.2209        -50.12          0.000
32.257         0.0002          -0.0006         -1.55830        -0.00020        0.0000          183.1934        -50.16          0.000
33.008         0.0002          -0.0006         -1.55710        -0.00020        0.0000          183.1750        -50.16          0.000
33.767         0.0002          -0.0006         -1.56150        -0.00020        0.0000          183.1659        -50.16          0.000
34.517         0.0002          -0.0006         -1.56160        -0.00020        0.0000          183.1384        -50.16          0.000
35.257         0.0002          -0.0006         -1.55740        -0.00020        0.0000          183.1200        -50.16          0.000
36.007         0.0002          -0.0006         -1.55470        -0.00020        0.0000          183.1017        -50.16          0.000
36.768         0.0002          -0.0006         -1.55390        -0.00020        0.0000          183.0834        -50.16          0.000
37.508         0.0002          -0.0006         -1.55630        -0.00020        0.0000          183.0742        -50.12          0.000
38.258         0.0002          -0.0006         -1.55690        -0.00020        0.0000          183.0559        -50.16          0.000
39.018         0.0002          -0.0006         -1.55750        -0.00020        0.0000          183.0376        -50.16          0.000
39.768         0.0002          -0.0006         -1.56100        -0.00020        0.0000          183.0101        -50.16          0.000
40.519         0.0002          -0.0006         -1.56070        -0.00020        0.0000          182.9917        -50.12          0.000
41.251         0.0002          -0.0006         -1.55590        -0.00020        0.0000          182.9734        -50.16          0.000
42.001         0.0002          -0.0006         -1.55310        -0.00020        0.0000          182.9551        -50.16          0.000
42.761         0.0002          -0.0006         -1.55450        -0.00020        0.0000          182.9367        -50.16          0.000
43.502         0.0002          -0.0006         -1.55630        -0.00020        0.0000          182.9184        -50.16          0.000
44.251         0.0002          -0.0006         -1.55480        -0.00020        0.0000          182.8909        -50.16          0.000
45.001         0.0002          -0.0006         -1.55780        -0.00020        0.0000          182.8726        -50.12          0.000
