;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.50730        -0.00020        0.0000          179.8391        -50.12          0.000
0.759          0.0002          -0.0006         -1.50950        -0.00020        0.0000          179.8299        -50.16          0.000
1.509          0.0002          -0.0006         -1.50880        -0.00020        0.0000          179.8116        -50.16          0.000
2.260          0.0002          -0.0006         -1.50580        -0.00020        0.0000          179.7841        -50.16          0.000
3.000          0.0002          -0.0006         -1.50270        -0.00020        0.0000          179.7658        -50.16          0.000
3.750          0.0002          -0.0006         -1.50530        -0.00020        0.0000          179.7566        -50.16          0.000
4.500          0.0002          -0.0006         -1.50750        -0.00020        0.0000          179.7291        -50.16          0.000
5.260          0.0002          -0.0006         -1.51060        -0.00020        0.0000          179.7108        -50.16          0.000
6.010          0.0002          -0.0006         -1.51070        -0.00020        0.0000          179.6924        -50.16          0.000
6.761          0.0002          -0.0006         -1.50840        -0.00020        0.0000          179.6833        -50.16          0.000
7.501          0.0002          -0.0006         -1.50330        -0.00020        0.0000          179.6649        -50.12          0.000
8.251          0.0002          -0.0006         -1.50600        -0.00020        0.0000          184.4123        -50.12          0.000
9.002          0.0002          -0.0006         -1.50720        -0.00020        0.0000          184.3939        -50.16          0.000
9.772          0.0002          -0.0006         -1.51130        -0.00020        0.0000          184.3664        -50.16          0.000
10.502         0.0002          -0.0006         -1.51270        -0.00020        0.0000          184.3573        -50.16          0.000
11.252         0.0002          -0.0006         -1.51060        -0.00020        0.0000          184.3298        -50.16          0.000
12.003         0.0002          -0.0006         -1.50480        -0.00020        0.0000          184.3115        -50.12          0.000
12.763         0.0002          -0.0006         -1.50710        -0.00020        0.0000          184.2931        -50.16          0.000
13.512         0.0002          -0.0006         -1.50840        -0.00020        0.0000          184.2748        -50.16          0.000
14.252         0.0002          -0.0006         -1.51200        -0.00020        0.0000          184.2565        -50.12          0.000
15.002         0.0002          -0.0006         -1.51560        -0.00020        0.0000          184.2381        -50.16          0.000
15.752         0.0002          -0.0006         -1.51360        -0.00020        0.0000          184.2198        -50.16          0.000
16.511         0.0002          -0.0006         -1.50700        -0.00020        0.0000          184.1923        -50.16          0.000
17.262         0.0002          -0.0006         -1.50830        -0.00020        0.0000          184.1740        -50.12          0.000
18.012         0.0002          -0.0006         -1.51130        -0.00020        0.0000          184.1648        -50.16          0.000
18.753         0.0002          -0.0006         -1.51150        -0.00020        0.0000          184.1465        -50.12          0.000
19.512         0.0002          -0.0006         -1.51730        -0.00020        0.0000          184.1190        -50.16          0.000
20.252         0.0002          -0.0006         -1.51690        -0.00020        0.0000          184.1007        -50.12          0.000
21.012         0.0002          -0.0006         -1.51030        -0.00020        0.0000          184.0732        -50.16          0.000
21.755         0.0002          -0.0006         -1.50810        -0.00020        0.0000          184.0548        -50.16          0.000
22.503         0.0002          -0.0006         -1.51330        -0.00020        0.0000          184.0365        -50.16          0.000
23.254         0.0002          -0.0006         -1.51280        -0.00020        0.0000          184.0182        -50.16          0.000
24.013         0.0002          -0.0006         -1.51870        -0.00020        0.0000          184.0090        -50.16          0.000
24.753         0.0002          -0.0006         -1.52180        -0.00020        0.0000          183.9815        -50.16          0.000
25.514         0.0002          -0.0006         -1.51530        -0.00020        0.0000          183.9632        -50.12          0.000
26.254         0.0002          -0.0006         -1.51170        -0.00020        0.0000          183.9449        -50.16          0.000
27.014         0.0002          -0.0006         -1.51540        -0.00020        0.0000          183.9265        -50.16          0.000
27.754         0.0002          -0.0006         -1.51550        -0.00020        0.0000          183.9174        -50.16          0.000
28.514         0.0002          -0.0006         -1.52120        -0.00020        0.0000          183.8899        -50.12          0.000
29.254         0.0002          -0.0006         -1.52230        -0.00020        0.0000          183.8624        -50.16          0.000
30.005         0.0002          -0.0006         -1.51760        -0.00020        0.0000          183.8441        -50.16          0.000
30.755         0.0002          -0.0006         -1.51380        -0.00020        0.0000          183.8349        -50.12          0.000
31.515         0.0002          -0.0006         -1.51670        -0.00020        0.0000          183.8074        -50.16          0.000
32.255         0.0002          -0.0006         -1.51760        -0.00020        0.0000          183.7799        -50.16          0.000
33.005         0.0002          -0.0006         -1.52070        -0.00020        0.0000          183.7707        -50.16          0.000
33.756         0.0002          -0.0006         -1.52290        -0.00020        0.0000          183.7524        -50.12          0.000
34.516         0.0002          -0.0006         -1.52090        -0.00020        0.0000          183.7341        -50.16          0.000
35.256         0.0002          -0.0006         -1.51710        -0.00020        0.0000          183.7157        -50.12          0.000
36.007         0.0002          -0.0006         -1.51620        -0.00020        0.0000          183.6883        -50.16          0.000
36.767         0.0002          -0.0006         -1.51840        -0.00020        0.0000          183.6699        -50.16          0.000
37.508         0.0002          -0.0006         -1.52130        -0.00020        0.0000          183.6608        -50.16          0.000
38.257         0.0002          -0.0006         -1.52380        -0.00020        0.0000          183.6333        -50.16          0.000
39.008         0.0002          -0.0006         -1.52260        -0.00020        0.0000          183.6241        -50.16          0.000
39.767         0.0002          -0.0006         -1.51970        -0.00020        0.0000          183.5966        -50.12          0.000
40.517         0.0002          -0.0006         -1.51670        -0.00020        0.0000          183.5783        -50.16          0.000
41.267         0.0002          -0.0006         -1.51920        -0.00020        0.0000          183.5599        -50.16          0.000
42.018         0.0002          -0.0006         -1.51940        -0.00020        0.0000          183.5416        -50.12          0.000
42.757         0.0002          -0.0006         -1.52340        -0.00020        0.0000          183.5233        -50.16          0.000
43.517         0.0002          -0.0006         -1.52550        -0.00020        0.0000          183.4958        -50.16          0.000
44.268         0.0002          -0.0006         -1.52300        -0.00020        0.0000          183.4683        -50.16          0.000
45.018         0.0002          -0.0006         -1.51600        -0.00020        0.0000          183.4591        -50.16          0.000
45.768         0.0002          -0.0006         -1.51890        -0.00020        0.0000          183.4408        -50.16          0.000
