;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.48880        -0.00020        0.0000          181.3146        -50.16          0.000
0.750          0.0002          -0.0006         -1.48860        -0.00020        0.0000          181.2963        -50.16          0.000
1.501          0.0002          -0.0006         -1.48790        -0.00020        0.0000          181.2779        -50.16          0.000
2.251          0.0002          -0.0006         -1.49410        -0.00020        0.0000          181.2596        -50.16          0.000
3.018          0.0002          -0.0006         -1.49540        -0.00020        0.0000          181.2504        -50.16          0.000
3.768          0.0002          -0.0006         -1.49440        -0.00020        0.0000          181.2321        -50.16          0.000
4.508          0.0002          -0.0006         -1.49220        -0.00020        0.0000          181.2046        -50.16          0.000
5.259          0.0002          -0.0006         -1.48710        -0.00020        0.0000          181.1863        -50.16          0.000
6.009          0.0002          -0.0006         -1.49030        -0.00020        0.0000          181.1771        -50.16          0.000
6.759          0.0002          -0.0006         -1.49030        -0.00020        0.0000          181.1588        -50.12          0.000
7.509          0.0002          -0.0006         -1.49330        -0.00020        0.0000          181.1313        -50.12          0.000
8.250          0.0002          -0.0006         -1.49830        -0.00020        0.0000          181.1221        -50.12          0.000
9.010          0.0002          -0.0006         -1.49750        -0.00020        0.0000          181.1038        -50.16          0.000
9.752          0.0002          -0.0006         -1.49380        -0.00020        0.0000          181.0855        -50.12          0.000
10.500         0.0002          -0.0006         -1.49050        -0.00020        0.0000          181.0671        -50.12          0.000
11.260         0.0002          -0.0006         -1.49270        -0.00020        0.0000          181.0488        -50.12          0.000
12.010         0.0002          -0.0006         -1.49450        -0.00020        0.0000          181.0397        -50.16          0.000
12.761         0.0002          -0.0006         -1.49700        -0.00020        0.0000          181.0030        -50.16          0.000
13.511         0.0002          -0.0006         -1.49970        -0.00020        0.0000          180.9847        -50.16          0.000
14.261         0.0002          -0.0006         -1.50050        -0.00020        0.0000          180.9755        -50.16          0.000
15.011         0.0002          -0.0006         -1.49810        -0.00020        0.0000          180.9480        -50.16          0.000
15.751         0.0002          -0.0006         -1.49250        -0.00020        0.0000          180.9388        -50.12          0.000
16.511         0.0002          -0.0006         -1.49450        -0.00020        0.0000          180.9205        -50.12          0.000
17.252         0.0002          -0.0006         -1.49660        -0.00020        0.0000          180.9022        -50.16          0.000
18.002         0.0002          -0.0006         -1.49690        -0.00020        0.0000          180.8839        -50.16          0.000
18.762         0.0002          -0.0006         -1.50340        -0.00020        0.0000          180.8655        -50.16          0.000
19.502         0.0002          -0.0006         -1.50350        -0.00020        0.0000          180.8472        -50.16          0.000
20.253         0.0002          -0.0006         -1.50050        -0.00020        0.0000          180.8289        -50.16          0.000
21.013         0.0002          -0.0006         -1.49740        -0.00020        0.0000          180.8105        -50.16          0.000
21.753         0.0002          -0.0006         -1.49800        -0.00020        0.0000          180.7922        -50.16          0.000
22.513         0.0002          -0.0006         -1.50010        -0.00020        0.0000          180.7739        -50.16          0.000
23.254         0.0002          -0.0006         -1.50180        -0.00020        0.0000          180.7555        -50.16          0.000
24.004         0.0002          -0.0006         -1.50460        -0.00020        0.0000          180.7464        -50.16          0.000
24.755         0.0002          -0.0006         -1.50630        -0.00020        0.0000          180.7189        -50.16          0.000
25.504         0.0002          -0.0006         -1.50440        -0.00020        0.0000          180.7006        -50.16          0.000
26.264         0.0002          -0.0006         -1.49760        -0.00020        0.0000          180.6914        -50.16          0.000
27.014         0.0002          -0.0006         -1.49910        -0.00020        0.0000          180.6731        -50.16          0.000
27.765         0.0002          -0.0006         -1.50210        -0.00020        0.0000          180.6547        -50.16          0.000
28.515         0.0002          -0.0006         -1.50100        -0.00020        0.0000          180.6364        -50.16          0.000
29.256         0.0002          -0.0006         -1.50720        -0.00020        0.0000          180.6181        -50.16          0.000
30.015         0.0002          -0.0006         -1.50720        -0.00020        0.0000          180.5997        -50.16          0.000
30.755         0.0002          -0.0006         -1.50180        -0.00020        0.0000          180.5814        -50.12          0.000
31.505         0.0002          -0.0006         -1.49830        -0.00020        0.0000          180.5631        -50.16          0.000
32.266         0.0002          -0.0006         -1.49770        -0.00020        0.0000          180.5448        -50.12          0.000
33.016         0.0002          -0.0006         -1.49800        -0.00020        0.0000          180.5264        -50.16          0.000
33.756         0.0002          -0.0006         -1.49800        -0.00020        0.0000          180.5081        -50.16          0.000
34.506         0.0002          -0.0006         -1.49990        -0.00020        0.0000          180.4989        -50.16          0.000
35.257         0.0002          -0.0006         -1.49810        -0.00020        0.0000          180.4714        -50.16          0.000
36.007         0.0002          -0.0006         -1.49540        -0.00020        0.0000          180.4623        -50.16          0.000
36.766         0.0002          -0.0006         -1.48890        -0.00020        0.0000          180.4439        -50.16          0.000
37.506         0.0002          -0.0006         -1.48940        -0.00020        0.0000          180.4256        -50.16          0.000
38.257         0.0002          -0.0006         -1.49020        -0.00020        0.0000          180.4073        -50.16          0.000
39.017         0.0002          -0.0006         -1.48970        -0.00020        0.0000          180.3890        -50.16          0.000
39.769         0.0002          -0.0006         -1.49220        -0.00020        0.0000          180.3615        -50.16          0.000
40.508         0.0002          -0.0006         -1.49110        -0.00020        0.0000          180.3523        -50.16          0.000
41.268         0.0002          -0.0006         -1.48660        -0.00020        0.0000          180.3340        -50.16          0.000
42.018         0.0002          -0.0006         -1.48220        -0.00020        0.0000          180.3156        -50.16          0.000
42.769         0.0002          -0.0006         -1.48210        -0.00020        0.0000          180.2973        -50.16          0.000
43.509         0.0002          -0.0006         -1.48330        -0.00020        0.0000          180.2790        -50.16          0.000
44.259         0.0002          -0.0006         -1.48510        -0.00020        0.0000          180.2607        -50.16          0.000
45.019         0.0002          -0.0006         -1.48670        -0.00020        0.0000          180.2423        -50.16          0.000
45.769         0.0002          -0.0006         -1.48640        -0.00020        0.0000          180.2332        -50.16          0.000
46.509         0.0002          -0.0006         -1.48470        -0.00020        0.0000          180.2148        -50.16          0.000
47.269         0.0002          -0.0006         -1.47860        -0.00020        0.0000          180.1965        -50.12          0.000
48.010         0.0002          -0.0006         -1.48040        -0.00020        0.0000          180.1782        -50.16          0.000
48.760         0.0002          -0.0006         -1.48430        -0.00020        0.0000          180.1598        -50.16          0.000
49.500         0.0002          -0.0006         -1.48450        -0.00020        0.0000          180.1415        -50.16          0.000
50.270         0.0002          -0.0006         -1.48830        -0.00020        0.0000          180.1232        -50.16          0.000
51.001         0.0002          -0.0006         -1.48820        -0.00020        0.0000          180.1049        -50.16          0.000
51.751         0.0002          -0.0006         -1.48420        -0.00020        0.0000          180.0774        -50.16          0.000
52.512         0.0002          -0.0006         -1.48060        -0.00020        0.0000          180.0682        -50.16          0.000
53.251         0.0002          -0.0006         -0.69800        -0.00020        0.0000          180.0499        -50.16          0.000
54.002         0.0002          -0.0006         0.00040         -0.00020        0.0000          180.0315        -50.12          0.000
54.753         0.0002          -0.0006         0.00050         -0.00020        0.0000          180.0132        -50.16          0.000
55.512         0.0002          -0.0006         0.00050         -0.00020        0.0000          180.0040        -50.16          0.000
56.263         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.9765        -50.16          0.000
57.003         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.9674        -50.16          0.000
57.763         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.9399        -50.16          0.000
58.503         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.9307        -50.12          0.000
59.253         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.9124        -50.16          0.000
60.003         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.8941        -50.16          0.000
60.753         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.8757        -50.16          0.000
61.503         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.8666        -50.16          0.000
62.263         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.8391        -50.16          0.000
63.013         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.8207        -50.16          0.000
63.754         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.8024        -50.16          0.000
64.514         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.7841        -50.16          0.000
65.253         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.7658        -50.16          0.000
66.014         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.7474        -50.16          0.000
66.754         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.7291        -50.16          0.000
67.514         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.7199        -50.12          0.000
68.254         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.6924        -50.12          0.000
69.015         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.6741        -50.16          0.000
69.756         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.6558        -50.16          0.000
70.506         0.0002          -0.0006         0.00050         -0.00020        0.0000          179.6466        -50.16          0.000
71.256         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.3298        -50.16          0.000
72.016         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.3115        -50.12          0.000
72.757         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.2931        -50.16          0.000
73.518         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.2748        -50.16          0.000
74.256         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.2565        -50.16          0.000
75.017         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.2381        -50.12          0.000
75.757         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.2198        -50.16          0.000
76.517         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.1923        -50.12          0.000
77.257         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.1831        -50.16          0.000
78.017         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.1557        -50.16          0.000
78.758         0.0002          -0.0006         0.00050         -0.00020        0.0000          184.1465        -50.16          0.000
79.508         0.0002          -0.0006         0.00040         -0.00020        0.0000          184.1282        -50.12          0.000
80.258         0.0002          -0.0006         0.00040         -0.00020        0.0000          184.1098        -50.12          0.000
81.019         0.0002          -0.0006         0.00040         -0.00020        0.0000          184.0823        -50.16          0.000
81.769         0.0002          -0.0006         0.00040         -0.00020        0.0000          184.0640        -50.16          0.000
82.509         0.0002          -0.0006         0.00040         -0.00020        0.0000          184.0457        -50.16          0.000
83.269         0.0002          -0.0006         0.00040         -0.00020        0.0000          184.0273        -50.16          0.000
84.009         0.0002          -0.0006         0.00040         -0.00020        0.0000          184.0090        -50.16          0.000
84.760         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.9907        -50.16          0.000
85.509         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.9724        -50.16          0.000
86.270         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.9540        -50.12          0.000
87.000         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.9357        -50.16          0.000
87.751         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.9174        -50.16          0.000
88.501         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.8990        -50.16          0.000
89.251         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.8899        -50.16          0.000
90.001         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.8624        -50.16          0.000
90.763         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.8349        -50.16          0.000
91.503         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.8257        -50.12          0.000
92.253         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.8074        -50.12          0.000
93.014         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.7799        -50.16          0.000
93.754         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.7616        -50.16          0.000
94.504         0.0002          -0.0006         0.00040         -0.00020        0.0000          183.7432        -50.16          0.000
95.254         0.0002          -0.0006         0.00050         -0.00020        0.0000          183.7249        -50.16          0.000
96.015         0.0002          -0.0006         0.00050         -0.00020        0.0000          183.7157        -50.16          0.000
96.765         0.0002          -0.0006         0.00050         -0.00020        0.0000          183.6883        -50.16          0.000
97.515         0.0002          -0.0006         0.00050         -0.00020        0.0000          183.6699        -50.12          0.000
98.266         0.0002          -0.0006         0.00050         -0.00020        0.0000          183.6608        -50.16          0.000
99.016         0.0002          -0.0006         0.00050         -0.00020        0.0000          183.6333        -50.16          0.000
99.758         0.0002          -0.0006         0.00050         -0.00020        0.0000          183.6058        -50.12          0.000
100.507        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.5966        -50.16          0.000
101.257        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.5783        -50.16          0.000
102.018        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.5599        -50.16          0.000
102.768        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.5416        -50.16          0.000
103.517        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.5141        -50.16          0.000
104.257        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.5050        -50.12          0.000
105.008        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.4775        -50.12          0.000
105.768        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.4591        -50.16          0.000
106.508        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.4408        -50.16          0.000
107.268        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.4225        -50.16          0.000
108.000        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.4041        -50.16          0.000
108.759        0.0002          -0.0006         0.00050         -0.00020        0.0000          183.3858        -50.12          0.000
