;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.44330        -0.00020        0.0000          183.4866        -50.16          0.000
0.769          0.0002          -0.0006         -1.44310        -0.00020        0.0000          183.4591        -50.16          0.000
1.509          0.0002          -0.0006         -1.44060        -0.00020        0.0000          183.4408        -50.12          0.000
2.269          0.0002          -0.0006         -1.43800        -0.00020        0.0000          183.4316        -50.16          0.000
3.010          0.0002          -0.0006         -1.43700        -0.00020        0.0000          183.4041        -50.16          0.000
3.769          0.0002          -0.0006         -1.43870        -0.00020        0.0000          183.3858        -50.16          0.000
4.509          0.0002          -0.0006         -1.44080        -0.00020        0.0000          183.3675        -50.12          0.000
5.270          0.0002          -0.0006         -1.44600        -0.00020        0.0000          183.3492        -50.16          0.000
6.019          0.0002          -0.0006         -1.44900        -0.00020        0.0000          183.3308        -50.16          0.000
6.769          0.0002          -0.0006         -1.44860        -0.00020        0.0000          183.3125        -50.16          0.000
7.509          0.0002          -0.0006         -1.44470        -0.00020        0.0000          183.2942        -50.16          0.000
8.260          0.0002          -0.0006         -1.44210        -0.00020        0.0000          183.2758        -50.16          0.000
9.009          0.0002          -0.0006         -1.44380        -0.00020        0.0000          183.2575        -50.16          0.000
9.769          0.0002          -0.0006         -1.44490        -0.00020        0.0000          183.2392        -50.16          0.000
10.519         0.0002          -0.0006         -1.45050        -0.00020        0.0000          183.2209        -50.16          0.000
11.270         0.0002          -0.0006         -1.45350        -0.00020        0.0000          183.2025        -50.12          0.000
12.020         0.0002          -0.0006         -1.45440        -0.00020        0.0000          183.1750        -50.16          0.000
12.750         0.0002          -0.0006         -1.45250        -0.00020        0.0000          183.1567        -50.16          0.000
13.510         0.0002          -0.0006         -1.44760        -0.00020        0.0000          183.1384        -50.16          0.000
14.260         0.0002          -0.0006         -1.44750        -0.00020        0.0000          183.1200        -50.16          0.000
15.011         0.0002          -0.0006         -1.45040        -0.00020        0.0000          183.1017        -50.16          0.000
15.762         0.0002          -0.0006         -1.45080        -0.00020        0.0000          183.0834        -50.16          0.000
16.501         0.0002          -0.0006         -1.45910        -0.00020        0.0000          183.0651        -50.16          0.000
17.252         0.0002          -0.0006         -1.45940        -0.00020        0.0000          183.0559        -50.16          0.000
18.002         0.0002          -0.0006         -1.45680        -0.00020        0.0000          183.0284        -50.16          0.000
18.753         0.0002          -0.0006         -1.45390        -0.00020        0.0000          183.0009        -50.16          0.000
19.502         0.0002          -0.0006         -1.45300        -0.00020        0.0000          182.9917        -50.16          0.000
20.263         0.0002          -0.0006         -1.45410        -0.00020        0.0000          182.9734        -50.16          0.000
21.003         0.0002          -0.0006         -1.45760        -0.00020        0.0000          182.9551        -50.12          0.000
21.753         0.0002          -0.0006         -1.46150        -0.00020        0.0000          182.9367        -50.12          0.000
22.503         0.0002          -0.0006         -1.46340        -0.00020        0.0000          182.9184        -50.16          0.000
23.264         0.0002          -0.0006         -1.46160        -0.00020        0.0000          182.9001        -50.16          0.000
24.004         0.0002          -0.0006         -1.45630        -0.00020        0.0000          182.8726        -50.12          0.000
24.754         0.0002          -0.0006         -1.45580        -0.00020        0.0000          182.8543        -50.16          0.000
25.504         0.0002          -0.0006         -1.45840        -0.00020        0.0000          182.8359        -50.16          0.000
26.264         0.0002          -0.0006         -1.45850        -0.00020        0.0000          182.8176        -50.16          0.000
27.014         0.0002          -0.0006         -1.46700        -0.00020        0.0000          182.7993        -50.16          0.000
27.754         0.0002          -0.0006         -1.46710        -0.00020        0.0000          182.7809        -50.16          0.000
28.505         0.0002          -0.0006         -1.46410        -0.00020        0.0000          182.7626        -50.16          0.000
29.254         0.0002          -0.0006         -1.46080        -0.00020        0.0000          182.7443        -50.16          0.000
30.004         0.0002          -0.0006         -1.46170        -0.00020        0.0000          182.7260        -50.16          0.000
30.754         0.0002          -0.0006         -1.46210        -0.00020        0.0000          182.7168        -50.16          0.000
31.515         0.0002          -0.0006         -1.46710        -0.00020        0.0000          182.6893        -50.16          0.000
32.256         0.0002          -0.0006         -1.47020        -0.00020        0.0000          182.6801        -50.16          0.000
33.015         0.0002          -0.0006         -1.47020        -0.00020        0.0000          182.6526        -50.16          0.000
33.756         0.0002          -0.0006         -1.46780        -0.00020        0.0000          182.6343        -50.16          0.000
34.517         0.0002          -0.0006         -1.46310        -0.00020        0.0000          182.6160        -50.16          0.000
35.257         0.0002          -0.0006         -1.46520        -0.00020        0.0000          182.6068        -50.16          0.000
36.007         0.0002          -0.0006         -1.46530        -0.00020        0.0000          182.5885        -50.16          0.000
36.758         0.0002          -0.0006         -1.47010        -0.00020        0.0000          182.5518        -50.16          0.000
37.518         0.0002          -0.0006         -1.47420        -0.00020        0.0000          182.5335        -50.16          0.000
38.269         0.0002          -0.0006         -1.47340        -0.00020        0.0000          182.5243        -50.16          0.000
39.008         0.0002          -0.0006         -1.46770        -0.00020        0.0000          182.4968        -50.16          0.000
39.769         0.0002          -0.0006         -1.46640        -0.00020        0.0000          182.4877        -50.16          0.000
40.508         0.0002          -0.0006         -1.46870        -0.00020        0.0000          182.4693        -50.12          0.000
41.258         0.0002          -0.0006         -1.46860        -0.00020        0.0000          182.4510        -50.12          0.000
42.000         0.0002          -0.0006         -1.47630        -0.00020        0.0000          182.4327        -50.12          0.000
