;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.47810        -0.00020        0.0000          179.8666        -50.16          0.000
0.751          0.0002          -0.0006         -1.48040        -0.00020        0.0000          179.8391        -50.12          0.000
1.500          0.0002          -0.0006         -1.47910        -0.00020        0.0000          179.8207        -50.12          0.000
2.260          0.0002          -0.0006         -1.47780        -0.00020        0.0000          179.8024        -50.12          0.000
3.020          0.0002          -0.0006         -1.47240        -0.00020        0.0000          179.7841        -50.16          0.000
3.760          0.0002          -0.0006         -1.47380        -0.00020        0.0000          179.7749        -50.16          0.000
4.520          0.0002          -0.0006         -1.47680        -0.00020        0.0000          179.7474        -50.16          0.000
5.252          0.0002          -0.0006         -1.47630        -0.00020        0.0000          179.7291        -50.16          0.000
6.010          0.0002          -0.0006         -1.48250        -0.00020        0.0000          179.7108        -50.16          0.000
6.750          0.0002          -0.0006         -1.48410        -0.00020        0.0000          179.7016        -50.12          0.000
7.502          0.0002          -0.0006         -1.48270        -0.00020        0.0000          179.6833        -50.16          0.000
8.252          0.0002          -0.0006         -1.48060        -0.00020        0.0000          179.6558        -50.16          0.000
9.001          0.0002          -0.0006         -1.47610        -0.00020        0.0000          179.6466        -50.16          0.000
9.761          0.0002          -0.0006         -1.47800        -0.00020        0.0000          184.2198        -50.16          0.000
10.511         0.0002          -0.0006         -1.48080        -0.00020        0.0000          184.2015        -50.16          0.000
11.251         0.0002          -0.0006         -1.48050        -0.00020        0.0000          184.1831        -50.16          0.000
12.011         0.0002          -0.0006         -1.48730        -0.00020        0.0000          184.1648        -50.16          0.000
12.751         0.0002          -0.0006         -1.48770        -0.00020        0.0000          184.1465        -50.16          0.000
13.511         0.0002          -0.0006         -1.48570        -0.00020        0.0000          184.1190        -50.16          0.000
14.251         0.0002          -0.0006         -1.48320        -0.00020        0.0000          184.1007        -50.16          0.000
15.001         0.0002          -0.0006         -1.48060        -0.00020        0.0000          184.0823        -50.16          0.000
15.752         0.0002          -0.0006         -1.48330        -0.00020        0.0000          184.0640        -50.16          0.000
16.512         0.0002          -0.0006         -1.48300        -0.00020        0.0000          184.0457        -50.16          0.000
17.262         0.0002          -0.0006         -1.48750        -0.00020        0.0000          184.0182        -50.16          0.000
18.012         0.0002          -0.0006         -1.49100        -0.00020        0.0000          183.9999        -50.12          0.000
18.752         0.0002          -0.0006         -1.49070        -0.00020        0.0000          183.9907        -50.16          0.000
19.502         0.0002          -0.0006         -1.48700        -0.00020        0.0000          183.9632        -50.16          0.000
20.262         0.0002          -0.0006         -1.48360        -0.00020        0.0000          183.9540        -50.16          0.000
21.012         0.0002          -0.0006         -1.48650        -0.00020        0.0000          183.9265        -50.16          0.000
21.762         0.0002          -0.0006         -1.48740        -0.00020        0.0000          183.9174        -50.12          0.000
22.513         0.0002          -0.0006         -1.49010        -0.00020        0.0000          183.8899        -50.16          0.000
23.262         0.0002          -0.0006         -1.49300        -0.00020        0.0000          183.8715        -50.16          0.000
24.003         0.0002          -0.0006         -1.49450        -0.00020        0.0000          183.8532        -50.16          0.000
24.763         0.0002          -0.0006         -1.49350        -0.00020        0.0000          183.8349        -50.16          0.000
25.514         0.0002          -0.0006         -1.48740        -0.00020        0.0000          183.8074        -50.16          0.000
26.254         0.0002          -0.0006         -1.48680        -0.00020        0.0000          183.7891        -50.16          0.000
27.004         0.0002          -0.0006         -1.49050        -0.00020        0.0000          183.7707        -50.16          0.000
27.764         0.0002          -0.0006         -1.48930        -0.00020        0.0000          183.7524        -50.16          0.000
28.505         0.0002          -0.0006         -1.49580        -0.00020        0.0000          183.7341        -50.16          0.000
29.264         0.0002          -0.0006         -1.49680        -0.00020        0.0000          183.7157        -50.16          0.000
30.015         0.0002          -0.0006         -1.49490        -0.00020        0.0000          183.6974        -50.16          0.000
30.765         0.0002          -0.0006         -1.49240        -0.00020        0.0000          183.6791        -50.12          0.000
31.506         0.0002          -0.0006         -1.48770        -0.00020        0.0000          183.6608        -50.16          0.000
32.256         0.0002          -0.0006         -1.49080        -0.00020        0.0000          183.6424        -50.16          0.000
33.016         0.0002          -0.0006         -1.49040        -0.00020        0.0000          183.6241        -50.12          0.000
33.766         0.0002          -0.0006         -1.49370        -0.00020        0.0000          183.6058        -50.16          0.000
34.516         0.0002          -0.0006         -1.49800        -0.00020        0.0000          183.5874        -50.16          0.000
35.256         0.0002          -0.0006         -1.49700        -0.00020        0.0000          183.5691        -50.16          0.000
36.016         0.0002          -0.0006         -1.49260        -0.00020        0.0000          183.5508        -50.16          0.000
36.766         0.0002          -0.0006         -1.48930        -0.00020        0.0000          183.5233        -50.12          0.000
37.506         0.0002          -0.0006         -1.49120        -0.00020        0.0000          183.5050        -50.16          0.000
38.256         0.0002          -0.0006         -1.49220        -0.00020        0.0000          183.4866        -50.16          0.000
39.008         0.0002          -0.0006         -1.49430        -0.00020        0.0000          183.4591        -50.16          0.000
39.758         0.0002          -0.0006         -1.49610        -0.00020        0.0000          183.4500        -50.12          0.000
40.509         0.0002          -0.0006         -1.49630        -0.00020        0.0000          183.4316        -50.16          0.000
41.258         0.0002          -0.0006         -1.49370        -0.00020        0.0000          183.4041        -50.16          0.000
42.019         0.0002          -0.0006         -1.48700        -0.00020        0.0000          183.3858        -50.16          0.000
42.759         0.0002          -0.0006         -1.48880        -0.00020        0.0000          183.3675        -50.16          0.000
43.519         0.0002          -0.0006         -1.49030        -0.00020        0.0000          183.3583        -50.16          0.000
44.251         0.0002          -0.0006         -1.49030        -0.00020        0.0000          183.3308        -50.16          0.000
45.013         0.0002          -0.0006         -1.49030        -0.00020        0.0000          183.3125        -50.16          0.000
45.754         0.0002          -0.0006         -1.49530        -0.00020        0.0000          183.2942        -50.16          0.000
46.504         0.0002          -0.0006         -1.49120        -0.00020        0.0000          183.2758        -50.16          0.000
47.254         0.0002          -0.0006         -1.48810        -0.00020        0.0000          183.2575        -50.16          0.000
48.014         0.0002          -0.0006         -1.48730        -0.00020        0.0000          183.2392        -50.16          0.000
48.768         0.0002          -0.0006         -1.48900        -0.00020        0.0000          183.2209        -50.16          0.000
49.509         0.0002          -0.0006         -1.49040        -0.00020        0.0000          183.1934        -50.16          0.000
50.259         0.0002          -0.0006         -1.49260        -0.00020        0.0000          183.1750        -50.16          0.000
51.019         0.0002          -0.0006         -1.49350        -0.00020        0.0000          183.1659        -50.16          0.000
51.760         0.0002          -0.0006         -1.49160        -0.00020        0.0000          183.1384        -50.16          0.000
52.511         0.0002          -0.0006         -1.48400        -0.00020        0.0000          183.1200        -50.16          0.000
53.259         0.0002          -0.0006         -1.48420        -0.00020        0.0000          183.1017        -50.16          0.000
54.019         0.0002          -0.0006         -1.48810        -0.00020        0.0000          183.0834        -50.12          0.000
54.759         0.0002          -0.0006         -1.48660        -0.00020        0.0000          183.0651        -50.16          0.000
55.520         0.0002          -0.0006         -1.49130        -0.00020        0.0000          183.0467        -50.16          0.000
56.259         0.0002          -0.0006         -1.49200        -0.00020        0.0000          183.0284        -50.16          0.000
57.009         0.0002          -0.0006         -1.48740        -0.00020        0.0000          183.0101        -50.12          0.000
57.769         0.0002          -0.0006         -1.48390        -0.00020        0.0000          183.0009        -50.12          0.000
58.519         0.0002          -0.0006         -1.48410        -0.00020        0.0000          182.9734        -50.12          0.000
59.260         0.0002          -0.0006         -1.48650        -0.00020        0.0000          182.9551        -50.16          0.000
60.000         0.0002          -0.0006         -1.48620        -0.00020        0.0000          182.9367        -50.16          0.000
60.751         0.0002          -0.0006         -1.48940        -0.00020        0.0000          182.9184        -50.12          0.000
61.500         0.0002          -0.0006         -1.49090        -0.00020        0.0000          182.8909        -50.16          0.000
62.261         0.0002          -0.0006         -1.48970        -0.00020        0.0000          182.8726        -50.16          0.000
63.013         0.0002          -0.0006         -1.48320        -0.00020        0.0000          182.8543        -50.16          0.000
63.762         0.0002          -0.0006         -1.48320        -0.00020        0.0000          182.8359        -50.16          0.000
64.502         0.0002          -0.0006         -1.48720        -0.00020        0.0000          182.8176        -50.16          0.000
