;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.38900        -0.00020        0.0000          181.7453        -50.12          0.000
0.760          0.0002          -0.0006         -1.39340        -0.00020        0.0000          181.7270        -50.16          0.000
1.500          0.0002          -0.0006         -1.39640        -0.00020        0.0000          181.7087        -50.16          0.000
2.251          0.0002          -0.0006         -1.39640        -0.00020        0.0000          181.6995        -50.16          0.000
3.010          0.0002          -0.0006         -1.39300        -0.00020        0.0000          181.6812        -50.16          0.000
3.750          0.0002          -0.0006         -1.39090        -0.00020        0.0000          181.6629        -50.12          0.000
4.500          0.0002          -0.0006         -1.39220        -0.00020        0.0000          181.6354        -50.16          0.000
5.260          0.0002          -0.0006         -1.39380        -0.00020        0.0000          181.6262        -50.12          0.000
6.010          0.0002          -0.0006         -1.39700        -0.00020        0.0000          181.6079        -50.12          0.000
6.760          0.0002          -0.0006         -1.39980        -0.00020        0.0000          181.5895        -50.16          0.000
7.502          0.0002          -0.0006         -1.40040        -0.00020        0.0000          181.5712        -50.16          0.000
8.251          0.0002          -0.0006         -1.39960        -0.00020        0.0000          181.5620        -50.16          0.000
9.012          0.0002          -0.0006         -1.39480        -0.00020        0.0000          181.5437        -50.16          0.000
9.752          0.0002          -0.0006         -1.39400        -0.00020        0.0000          181.5254        -50.16          0.000
10.512         0.0002          -0.0006         -1.39710        -0.00020        0.0000          181.5071        -50.16          0.000
11.252         0.0002          -0.0006         -1.39670        -0.00020        0.0000          181.4887        -50.16          0.000
12.014         0.0002          -0.0006         -1.40310        -0.00020        0.0000          181.4704        -50.12          0.000
12.764         0.0002          -0.0006         -1.40440        -0.00020        0.0000          181.4521        -50.16          0.000
13.504         0.0002          -0.0006         -1.40250        -0.00020        0.0000          181.4337        -50.16          0.000
14.264         0.0002          -0.0006         -1.40070        -0.00020        0.0000          181.4154        -50.16          0.000
15.014         0.0002          -0.0006         -1.39760        -0.00020        0.0000          181.3971        -50.16          0.000
15.765         0.0002          -0.0006         -1.40000        -0.00020        0.0000          181.3787        -50.16          0.000
16.505         0.0002          -0.0006         -1.40030        -0.00020        0.0000          181.3604        -50.12          0.000
17.265         0.0002          -0.0006         -1.40480        -0.00020        0.0000          181.3513        -50.16          0.000
18.005         0.0002          -0.0006         -1.40730        -0.00020        0.0000          181.3329        -50.16          0.000
18.755         0.0002          -0.0006         -1.40680        -0.00020        0.0000          181.3146        -50.12          0.000
19.516         0.0002          -0.0006         -1.40260        -0.00020        0.0000          181.2963        -50.16          0.000
20.265         0.0002          -0.0006         -1.40030        -0.00020        0.0000          181.2779        -50.16          0.000
21.015         0.0002          -0.0006         -1.40350        -0.00020        0.0000          181.2596        -50.16          0.000
21.755         0.0002          -0.0006         -1.40350        -0.00020        0.0000          181.2413        -50.16          0.000
22.516         0.0002          -0.0006         -1.40890        -0.00020        0.0000          181.2229        -50.16          0.000
23.255         0.0002          -0.0006         -1.41090        -0.00020        0.0000          181.2138        -50.16          0.000
24.016         0.0002          -0.0006         -1.40890        -0.00020        0.0000          181.1955        -50.12          0.000
24.756         0.0002          -0.0006         -1.40700        -0.00020        0.0000          181.1680        -50.16          0.000
25.505         0.0002          -0.0006         -1.40410        -0.00020        0.0000          181.1496        -50.16          0.000
26.267         0.0002          -0.0006         -1.40620        -0.00020        0.0000          181.1313        -50.16          0.000
27.007         0.0002          -0.0006         -1.40720        -0.00020        0.0000          181.1130        -50.16          0.000
27.757         0.0002          -0.0006         -1.41120        -0.00020        0.0000          181.1038        -50.16          0.000
28.508         0.0002          -0.0006         -1.41400        -0.00020        0.0000          181.0855        -50.16          0.000
29.267         0.0002          -0.0006         -1.41230        -0.00020        0.0000          181.0671        -50.16          0.000
30.018         0.0002          -0.0006         -1.40780        -0.00020        0.0000          181.0488        -50.12          0.000
30.777         0.0002          -0.0006         -1.40620        -0.00020        0.0000          181.0305        -50.16          0.000
31.515         0.0002          -0.0006         -1.41030        -0.00020        0.0000          181.0122        -50.16          0.000
32.254         0.0002          -0.0006         -1.40920        -0.00020        0.0000          180.9938        -50.12          0.000
33.014         0.0002          -0.0006         -1.41470        -0.00020        0.0000          180.9755        -50.12          0.000
33.755         0.0002          -0.0006         -1.41470        -0.00020        0.0000          180.9663        -50.12          0.000
34.506         0.0002          -0.0006         -1.40850        -0.00020        0.0000          180.9480        -50.16          0.000
35.255         0.0002          -0.0006         -1.40420        -0.00020        0.0000          180.9297        -50.16          0.000
36.015         0.0002          -0.0006         -1.39910        -0.00020        0.0000          180.9113        -50.16          0.000
36.755         0.0002          -0.0006         -1.39770        -0.00020        0.0000          180.8930        -50.16          0.000
37.516         0.0002          -0.0006         -1.39420        -0.00020        0.0000          180.8655        -50.16          0.000
