;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.63980        -0.00020        0.0000          181.7912        -50.16          0.000
0.753          0.0002          -0.0006         -1.64060        -0.00020        0.0000          181.7728        -50.16          0.000
1.505          0.0002          -0.0006         -1.64200        -0.00020        0.0000          181.7453        -50.16          0.000
2.266          0.0002          -0.0006         -1.64240        -0.00020        0.0000          181.7270        -50.16          0.000
3.017          0.0002          -0.0006         -1.64260        -0.00020        0.0000          181.7178        -50.12          0.000
3.751          0.0002          -0.0006         -1.64180        -0.00020        0.0000          181.6903        -50.16          0.000
4.504          0.0002          -0.0006         -1.64230        -0.00020        0.0000          181.6629        -50.16          0.000
5.258          0.0002          -0.0006         -1.64370        -0.00020        0.0000          181.6537        -50.16          0.000
6.001          0.0002          -0.0006         -1.64540        -0.00020        0.0000          181.6354        -50.16          0.000
6.754          0.0002          -0.0006         -1.64580        -0.00020        0.0000          181.6170        -50.16          0.000
7.507          0.0002          -0.0006         -1.64660        -0.00020        0.0000          181.5987        -50.16          0.000
8.251          0.0002          -0.0006         -1.64660        -0.00020        0.0000          181.5712        -50.16          0.000
9.004          0.0002          -0.0006         -1.64560        -0.00020        0.0000          181.5620        -50.12          0.000
9.757          0.0002          -0.0006         -1.64480        -0.00020        0.0000          181.5437        -50.16          0.000
10.510         0.0002          -0.0006         -1.64340        -0.00020        0.0000          181.5162        -50.16          0.000
11.253         0.0002          -0.0006         -1.64240        -0.00020        0.0000          181.4979        -50.12          0.000
12.007         0.0002          -0.0006         -1.64050        -0.00020        0.0000          181.4887        -50.16          0.000
12.759         0.0002          -0.0006         -1.63910        -0.00020        0.0000          181.4704        -50.16          0.000
13.502         0.0002          -0.0006         -1.63650        -0.00020        0.0000          181.4521        -50.16          0.000
14.256         0.0002          -0.0006         -1.63520        -0.00020        0.0000          181.4246        -50.16          0.000
15.009         0.0002          -0.0006         -1.63500        -0.00020        0.0000          181.4154        -50.16          0.000
15.753         0.0002          -0.0006         -1.63610        -0.00020        0.0000          181.3879        -50.16          0.000
16.506         0.0002          -0.0006         -1.63820        -0.00020        0.0000          181.3604        -50.12          0.000
17.260         0.0002          -0.0006         -1.63910        -0.00020        0.0000          181.3421        -50.16          0.000
18.013         0.0002          -0.0006         -1.64080        -0.00020        0.0000          181.3238        -50.16          0.000
18.756         0.0002          -0.0006         -1.64150        -0.00020        0.0000          181.3146        -50.16          0.000
19.509         0.0002          -0.0006         -1.64230        -0.00020        0.0000          181.2963        -50.16          0.000
20.253         0.0002          -0.0006         -1.64240        -0.00020        0.0000          181.2779        -50.16          0.000
21.006         0.0002          -0.0006         -1.63980        -0.00020        0.0000          181.2596        -50.16          0.000
21.759         0.0002          -0.0006         -1.64190        -0.00020        0.0000          181.2413        -50.16          0.000
22.502         0.0002          -0.0006         -1.64460        -0.00020        0.0000          181.2229        -50.16          0.000
23.255         0.0002          -0.0006         -1.64530        -0.00020        0.0000          181.1955        -50.16          0.000
24.008         0.0002          -0.0006         -1.64630        -0.00020        0.0000          181.1863        -50.16          0.000
