;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.43930        -0.00020        0.0000          180.3523        -50.12          0.000
0.766          0.0002          -0.0006         -1.44300        -0.00020        0.0000          180.3340        -50.16          0.000
1.515          0.0002          -0.0006         -1.44770        -0.00020        0.0000          180.3156        -50.16          0.000
2.255          0.0002          -0.0006         -1.45230        -0.00020        0.0000          180.2973        -50.16          0.000
3.017          0.0002          -0.0006         -1.45320        -0.00020        0.0000          180.2790        -50.16          0.000
3.757          0.0002          -0.0006         -1.45260        -0.00020        0.0000          180.2607        -50.12          0.000
4.517          0.0002          -0.0006         -1.45110        -0.00020        0.0000          180.2423        -50.12          0.000
5.267          0.0002          -0.0006         -1.44820        -0.00020        0.0000          180.2240        -50.12          0.000
6.008          0.0002          -0.0006         -1.44740        -0.00020        0.0000          180.2148        -50.16          0.000
6.768          0.0002          -0.0006         -1.45120        -0.00020        0.0000          180.1965        -50.12          0.000
7.508          0.0002          -0.0006         -1.45200        -0.00020        0.0000          180.1782        -50.12          0.000
8.269          0.0002          -0.0006         -1.45660        -0.00020        0.0000          180.1598        -50.16          0.000
9.019          0.0002          -0.0006         -1.45880        -0.00020        0.0000          180.1415        -50.16          0.000
9.760          0.0002          -0.0006         -1.46130        -0.00020        0.0000          180.1232        -50.16          0.000
10.509         0.0002          -0.0006         -1.46100        -0.00020        0.0000          180.1049        -50.16          0.000
11.259         0.0002          -0.0006         -1.45740        -0.00020        0.0000          180.0865        -50.16          0.000
12.019         0.0002          -0.0006         -1.45710        -0.00020        0.0000          180.0682        -50.12          0.000
12.759         0.0002          -0.0006         -1.45700        -0.00020        0.0000          180.0499        -50.16          0.000
13.510         0.0002          -0.0006         -1.45850        -0.00020        0.0000          180.0315        -50.16          0.000
14.259         0.0002          -0.0006         -1.45950        -0.00020        0.0000          180.0132        -50.12          0.000
15.009         0.0002          -0.0006         -1.46350        -0.00020        0.0000          179.9949        -50.12          0.000
15.769         0.0002          -0.0006         -1.46830        -0.00020        0.0000          179.9765        -50.16          0.000
16.509         0.0002          -0.0006         -1.46880        -0.00020        0.0000          179.9582        -50.16          0.000
17.259         0.0002          -0.0006         -1.46680        -0.00020        0.0000          179.9491        -50.16          0.000
18.020         0.0002          -0.0006         -1.46560        -0.00020        0.0000          179.9307        -50.12          0.000
18.761         0.0002          -0.0006         -1.46230        -0.00020        0.0000          179.9124        -50.16          0.000
19.502         0.0002          -0.0006         -1.46510        -0.00020        0.0000          179.8941        -50.16          0.000
20.250         0.0002          -0.0006         -1.46620        -0.00020        0.0000          179.8757        -50.16          0.000
21.010         0.0002          -0.0006         -1.46900        -0.00020        0.0000          179.8574        -50.16          0.000
21.751         0.0002          -0.0006         -1.47480        -0.00020        0.0000          179.8391        -50.16          0.000
22.511         0.0002          -0.0006         -1.47510        -0.00020        0.0000          179.8207        -50.16          0.000
