;Time(s)       Ch0/V           Ch0/V           Ch2/V           Ch3/V           Z_Motor         Beam_current    temperature     Absorbance
;lambda (nm)   110.000
0.000          0.0002          -0.0006         -1.41200        -0.00020        0.0000          182.1119        -50.16          0.000
0.750          0.0002          -0.0006         -1.41430        -0.00020        0.0000          182.0844        -50.16          0.000
1.503          0.0002          -0.0006         -1.41280        -0.00020        0.0000          182.0661        -50.16          0.000
2.256          0.0002          -0.0006         -1.40990        -0.00020        0.0000          182.0386        -50.16          0.000
3.009          0.0002          -0.0006         -1.40900        -0.00020        0.0000          182.0294        -50.16          0.000
3.752          0.0002          -0.0006         -1.41260        -0.00020        0.0000          182.0111        -50.16          0.000
4.505          0.0002          -0.0006         -1.41370        -0.00020        0.0000          181.9928        -50.16          0.000
5.257          0.0002          -0.0006         -1.41770        -0.00020        0.0000          181.9745        -50.16          0.000
6.009          0.0002          -0.0006         -1.41980        -0.00020        0.0000          181.9470        -50.16          0.000
6.751          0.0002          -0.0006         -1.42240        -0.00020        0.0000          181.9378        -50.16          0.000
7.504          0.0002          -0.0006         -1.42210        -0.00020        0.0000          181.9103        -50.16          0.000
8.267          0.0002          -0.0006         -1.42000        -0.00020        0.0000          181.8920        -50.12          0.000
9.010          0.0002          -0.0006         -1.41900        -0.00020        0.0000          181.8828        -50.16          0.000
9.753          0.0002          -0.0006         -1.41700        -0.00020        0.0000          181.8645        -50.16          0.000
10.506         0.0002          -0.0006         -1.41910        -0.00020        0.0000          181.8370        -50.12          0.000
11.259         0.0002          -0.0006         -1.41990        -0.00020        0.0000          181.8278        -50.16          0.000
12.001         0.0002          -0.0006         -1.42240        -0.00020        0.0000          181.8095        -50.16          0.000
12.755         0.0002          -0.0006         -1.42800        -0.00020        0.0000          181.7820        -50.16          0.000
13.508         0.0002          -0.0006         -1.42910        -0.00020        0.0000          181.7637        -50.12          0.000
14.252         0.0002          -0.0006         -1.42790        -0.00020        0.0000          181.7453        -50.16          0.000
15.004         0.0002          -0.0006         -1.42700        -0.00020        0.0000          181.7362        -50.16          0.000
15.757         0.0002          -0.0006         -1.42270        -0.00020        0.0000          181.7087        -50.16          0.000
16.500         0.0002          -0.0006         -1.42410        -0.00020        0.0000          181.6903        -50.16          0.000
17.253         0.0002          -0.0006         -1.42730        -0.00020        0.0000          181.6720        -50.16          0.000
18.007         0.0002          -0.0006         -1.42650        -0.00020        0.0000          181.6445        -50.16          0.000
18.760         0.0002          -0.0006         -1.43380        -0.00020        0.0000          181.6262        -50.12          0.000
19.503         0.0002          -0.0006         -1.43500        -0.00020        0.0000          181.6079        -50.16          0.000
20.256         0.0002          -0.0006         -1.43480        -0.00020        0.0000          181.5987        -50.16          0.000
21.009         0.0002          -0.0006         -1.43390        -0.00020        0.0000          181.5804        -50.16          0.000
21.750         0.0002          -0.0006         -1.42950        -0.00020        0.0000          181.5529        -50.16          0.000
22.503         0.0002          -0.0006         -1.43000        -0.00020        0.0000          181.5437        -50.16          0.000
23.256         0.0002          -0.0006         -1.43350        -0.00020        0.0000          181.5162        -50.16          0.000
24.009         0.0002          -0.0006         -1.43320        -0.00020        0.0000          181.5071        -50.16          0.000
24.752         0.0002          -0.0006         -1.43980        -0.00020        0.0000          181.4887        -50.16          0.000
25.515         0.0002          -0.0006         -1.44140        -0.00020        0.0000          181.4612        -50.16          0.000
26.257         0.0002          -0.0006         -1.43980        -0.00020        0.0000          181.4521        -50.16          0.000
27.010         0.0002          -0.0006         -1.43810        -0.00020        0.0000          181.4337        -50.16          0.000
27.754         0.0002          -0.0006         -1.43240        -0.00020        0.0000          181.4154        -50.16          0.000
28.506         0.0002          -0.0006         -1.43270        -0.00020        0.0000          181.3971        -50.16          0.000
29.260         0.0002          -0.0006         -1.43470        -0.00020        0.0000          181.3787        -50.16          0.000
30.003         0.0002          -0.0006         -1.43340        -0.00020        0.0000          181.3604        -50.16          0.000
30.756         0.0002          -0.0006         -1.43980        -0.00020        0.0000          181.3238        -50.16          0.000
31.509         0.0002          -0.0006         -1.43960        -0.00020        0.0000          181.3146        -50.16          0.000
32.253         0.0002          -0.0006         -1.43680        -0.00020        0.0000          181.2963        -50.16          0.000
33.007         0.0002          -0.0006         -1.43400        -0.00020        0.0000          181.2779        -50.16          0.000
33.750         0.0002          -0.0006         -1.42930        -0.00020        0.0000          181.2504        -50.16          0.000
34.503         0.0002          -0.0006         -1.43090        -0.00020        0.0000          181.2413        -50.16          0.000
35.255         0.0002          -0.0006         -1.43030        -0.00020        0.0000          181.2229        -50.16          0.000
36.007         0.0002          -0.0006         -1.43320        -0.00020        0.0000          181.1955        -50.12          0.000
36.760         0.0002          -0.0006         -1.43650        -0.00020        0.0000          181.1771        -50.16          0.000
37.503         0.0002          -0.0006         -1.43520        -0.00020        0.0000          181.1680        -50.16          0.000
38.257         0.0002          -0.0006         -1.43050        -0.00020        0.0000          181.1496        -50.16          0.000
39.000         0.0002          -0.0006         -1.42710        -0.00020        0.0000          181.1221        -50.16          0.000
39.754         0.0002          -0.0006         -1.42670        -0.00020        0.0000          181.1038        -50.16          0.000
40.506         0.0002          -0.0006         -1.42720        -0.00020        0.0000          181.0855        -50.12          0.000
