weight,y,sigma_y,calc_y,Temperature,sigma_T,Observed_field,Calc_field,DE_eV
1,-6.422514398047251e-05,6.422514398047251e-07,-6.415300049411599e-05,127.5,1,4183944.417989206,4179244.6334760343,0.16619890999999853
1,-6.392102112499508e-05,6.392102112499508e-07,-6.399934136425145e-05,130.0,1,4164132.346817445,4169234.5156495133,0.160605949999999
1,-6.328444961779261e-05,6.328444961779261e-07,-6.324510741251288e-05,135.0,1,4122662.9216181715,4120099.975239701,0.14989209999999886
1,-6.276779301950017e-05,6.276779301950017e-07,-6.283511447691126e-05,137.5,1,4089005.348330361,4093391.001962086,0.14205048999999903
1,-6.154555467363051e-05,6.154555467363051e-07,-6.151267916720826e-05,140.0,1,4009382.680513399,4007241.0069715576,0.12594894999999973
