weight,y,sigma_y,calc_y,Temperature,sigma_T,Observed_field,Calc_field,DE_eV
1,-6.101886844215196e-05,6.101886844215196e-08,-6.17841760686133e-05,127.5,0.1,3975071.7271756153,4024927.661679259,0.16281845999999955
1,-6.086963744367704e-05,6.086963744367704e-08,-6.109524474595673e-05,130.0,0.1,3965350.079790131,3980047.25841098,0.15993438000000015
1,-6.043594676951454e-05,6.043594676951455e-08,-5.998103461024584e-05,135.0,0.1,3937097.318288376,3907462.083994057,0.15203557999999973
1,-5.986246523369324e-05,5.986246523369324e-08,-5.982416223559994e-05,137.5,0.1,3899737.886733829,3897242.639465665,0.1425647699999999
1,-5.9812244488178566e-05,5.981224448817856e-08,-5.880648495804053e-05,140.0,0.1,3896466.258289878,3830946.094205233,0.1417826299999998
