weight,y,sigma_y,calc_y,Temperature,sigma_T,Observed_field,Calc_field,DE_eV
1,-6.118799056554597e-05,6.118799056554597e-07,-6.115127052908065e-05,127.5,1,3986089.181092853,3983697.0557961916,0.16619890999999853
1,-6.090480407182592e-05,6.090480407182592e-07,-6.0981695241935086e-05,130.0,1,3967641.0083645806,3972650.080544609,0.160605949999999
1,-6.0311522733204506e-05,6.03115227332045e-07,-6.024229060130892e-05,135.0,1,3928991.719454042,3924481.5950099756,0.14989209999999886
1,-5.982949536750899e-05,5.982949536750899e-07,-5.985854295431636e-05,137.5,1,3897590.066129092,3899482.370001789,0.14205048999999903
1,-5.8687497171802685e-05,5.868749717180269e-07,-5.868723110324936e-05,140.0,1,3823194.639662911,3823177.30663772,0.12594894999999973
