weight,y,sigma_y,Temperature,sigma_T,Observed_field
1.000000000000000000e+00,3.227004224385055138e-03,3.227004224385055463e-04,5.500000000000000000e+01,5.500000000000000000e+00,1.757989518456915766e+07
1.000000000000000000e+00,3.234575377127780777e-03,3.234575377127780886e-04,6.000000000000000000e+01,6.000000000000000000e+00,1.762114089185323939e+07
1.000000000000000000e+00,3.205443824346152198e-03,3.205443824346152523e-04,6.500000000000000000e+01,6.500000000000000000e+00,1.746243962936500460e+07
1.000000000000000000e+00,3.177867424955969303e-03,3.177867424955969303e-04,7.000000000000000000e+01,7.000000000000000000e+00,1.731221044553441554e+07
1.000000000000000000e+00,3.016559388808739365e-03,3.016559388808739365e-04,7.250000000000000000e+01,7.250000000000000000e+00,1.643344544533135928e+07
1.000000000000000000e+00,3.016485429240171358e-03,3.016485429240171683e-04,7.500000000000000000e+01,7.500000000000000000e+00,1.643304253248312138e+07
1.000000000000000000e+00,2.795055001946159662e-03,2.795055001946159662e-04,7.750000000000000000e+01,7.750000000000000000e+00,1.522674609410616569e+07
1.000000000000000000e+00,2.705196207774328114e-03,2.705196207774328114e-04,8.000000000000000000e+01,8.000000000000000000e+00,1.473721832373158261e+07
