weight,y,sigma_y,Temperature,sigma_T,Observed_field
1.000000000000000000e+00,6.924558775509148147e-03,6.924558775509148797e-04,2.000000000000000000e+01,1.000000000000000000e+00,2.216152685295717791e+07
1.000000000000000000e+00,5.792397086727455423e-03,5.792397086727455423e-04,3.000000000000000000e+01,1.000000000000000000e+00,1.853812896130162105e+07
1.000000000000000000e+00,5.229948535507513221e-03,5.229948535507513872e-04,4.000000000000000000e+01,1.000000000000000000e+00,1.673805489515996911e+07
1.000000000000000000e+00,4.699620812169963933e-03,4.699620812169964367e-04,5.000000000000000000e+01,1.000000000000000000e+00,1.504078111026837118e+07
1.000000000000000000e+00,3.879296203112882375e-03,3.879296203112882484e-04,6.000000000000000000e+01,1.000000000000000000e+00,1.241539421687408350e+07
1.000000000000000000e+00,3.562795622901800564e-03,3.562795622901800564e-04,7.000000000000000000e+01,1.000000000000000000e+00,1.140245803787419014e+07
1.000000000000000000e+00,3.140391759229659800e-03,3.140391759229659800e-04,8.000000000000000000e+01,1.000000000000000000e+00,1.005058640662000887e+07
1.000000000000000000e+00,2.870643696794140595e-03,2.870643696794140487e-04,9.000000000000000000e+01,1.000000000000000000e+00,9.187278126193379983e+06
