weight,y,sigma_y,Temperature,sigma_T,Observed_field
1.000000000000000000e+00,1.678887739649428112e-01,1.678887739649428251e-02,4.800000000000000000e+01,4.800000000000000711e+00,7.742594602180932462e+07
1.000000000000000000e+00,1.132963421207138083e-01,1.132963421207138117e-02,5.000000000000000000e+01,5.000000000000000000e+00,5.224933306939595193e+07
1.000000000000000000e+00,1.594924358312278523e-01,1.594924358312278453e-02,5.200000000000000000e+01,5.200000000000000178e+00,7.355377275036936998e+07
1.000000000000000000e+00,1.684490510787178819e-01,1.684490510787178819e-02,5.400000000000000000e+01,5.400000000000000355e+00,7.768433128810152411e+07
1.000000000000000000e+00,1.466464664580531541e-01,1.466464664580531541e-02,5.600000000000000000e+01,5.600000000000000533e+00,6.762954501437479258e+07
1.000000000000000000e+00,1.254977614501314731e-01,1.254977614501314766e-02,5.800000000000000000e+01,5.800000000000000711e+00,5.787631105058139563e+07
1.000000000000000000e+00,1.116349230304380380e-01,1.116349230304380415e-02,6.000000000000000000e+01,6.000000000000000000e+00,5.148312969697656482e+07
1.000000000000000000e+00,9.064020042963709389e-02,9.064020042963709736e-03,6.200000000000000000e+01,6.200000000000000178e+00,4.180090842367150635e+07
1.000000000000000000e+00,2.603108162544604670e-02,2.603108162544604757e-03,6.400000000000000000e+01,6.400000000000000355e+00,1.200485936744022369e+07
