wavelength,absorbance,absorbance_bk,residual_3gauss,Gauss_1,Gauss_2,Gauss_3,Gauss_4,Gauss_fit
117.0,0.16947472482631334,0.16875691810390134,-0.0027834980689397104,2.542964621963025e-07,1.1653763487933326e-52,0.17154016187637885,2.468945025604211e-63,0.17154041617284105
117.5,0.1689773803714191,0.1682595736490071,-0.001751398558038103,4.6267589937093427e-07,6.109209446377121e-51,0.17001050953114583,4.993309480263293e-62,0.1700109722070452
118.0,0.16784978023032118,0.16713197350790918,-0.0011413730703752345,8.263788054123673e-07,2.894232916146268e-49,0.168272520199479,9.529134500275075e-61,0.1682733465782844
118.5,0.16623352691421772,0.16551572019180572,-0.0008243076694401386,1.4495139471038142e-06,1.2417630606353496e-47,0.16633857834729876,1.7179233327992581e-59,0.16634002786124585
119.0,0.16515311410571623,0.16443530738330422,0.00021145530500824017,2.4979146307448555e-06,4.8351076746980975e-46,0.16422135416366523,2.9290416257078065e-58,0.16422385207829598
119.5,0.16198742727099769,0.16126962054858568,-0.0006683195007324838,4.2306949968018506e-06,1.7120635490254068e-44,0.16193370935432136,4.728177842765659e-57,0.16193794004931816
120.0,0.16055723022111956,0.15983942349870756,0.00034377015831360547,7.045110164095289e-06,5.523870131476465e-43,0.15948860823022987,7.233905880123046e-56,0.15949565334039395
120.5,0.15995744084394564,0.15923963412153364,0.002329060717726039,1.153891502696194e-05,1.6271228123329463e-41,0.15689903448878065,1.0500658105146497e-54,0.1569105734038076
121.0,0.15764580208290663,0.15692799536049462,0.002731486268890304,1.8595107876173246e-05,4.384038942681769e-40,0.15417791398372815,1.4476661543135678e-53,0.15419650909160432
121.5,0.15441490283333215,0.15369709611092014,0.002329557945150079,2.949448051833442e-05,1.0824567052241685e-38,0.15133804368525172,1.8974146588434263e-52,0.15136753816577006
122.0,0.1512696160485305,0.1505518093261185,0.0021137207458031826,4.606163591604927e-05,2.453663861709309e-37,0.14839202694439926,2.3665845387893692e-51,0.14843808858031532
122.5,0.14843122962400263,0.14771342290159062,0.002290357894226186,7.084991038185138e-05,5.115125478257124e-36,0.14535221509698257,2.8116568814548317e-50,0.14542306500736443
123.0,0.1446259169699068,0.14390811024749478,0.0015700851088747692,0.0001073697677020533,9.823922624903202e-35,0.14223065537091795,3.1848467953785807e-49,0.14233802513862
123.5,0.14168933113258766,0.14097152441017566,0.0017721158734954057,0.00016036353855204178,1.7411436370685427e-33,0.13903904499812822,3.4426839020575475e-48,0.13919940853668025
124.0,0.13648457818368093,0.13576677146126892,-0.00025804662670117495,0.00023612671063079238,2.852477535068085e-32,0.13578869137733932,3.5544782348572275e-47,0.1360248180879701
124.5,0.13318090908075086,0.13246310235833886,-0.00037024797206217097,0.0003428722432139427,4.326617818037656e-31,0.13249047808718709,3.508358028960263e-46,0.13283335033040103
125.0,0.12983831833378742,0.12912051161137542,-0.0005254544850875897,0.0004911295867134585,6.085529748195208e-30,0.12915483650974954,3.313234970844045e-45,0.129645966096463
125.5,0.1260674429484691,0.1253496362260571,-0.0011362509248165897,0.0006941643583874334,7.949526678432492e-29,0.12579172279248627,2.9962891268214235e-44,0.1264858871508737
126.0,0.12228992983059377,0.12157212310818177,-0.0018068749731667832,0.000968398230137134,9.658988165253015e-28,0.12241059985121142,2.5968887729989963e-43,0.12337899808134856
126.5,0.11939101562893854,0.11867320890652655,-0.0016810171405341745,0.0013338019494212616,1.093224356980025e-26,0.11902042409763947,2.1587803184870403e-42,0.12035422604706073
127.0,0.1169119301779027,0.11619412345549071,-0.0012497412196534607,0.001814228113443182,1.1542498478756937e-25,0.11562963656170099,1.7226175187814382e-41,0.11744386467514417
127.5,0.11337069949582504,0.11265289277341305,-0.002030910339707939,0.002437645042400013,1.1384523891707324e-24,0.11224615807072097,1.3204656797182168e-40,0.11468380311312099
128.0,0.1117206798571784,0.11100287313476641,-0.0011107446193424908,0.003236229609999042,1.050394765211956e-23,0.10887738814410985,9.730802277053347e-40,0.1121136177541089
128.5,0.10929367180485212,0.10857586508244013,-0.001200618126394895,0.0042462759458880665,9.078158352036641e-23,0.10553020726294696,6.898774224861259e-39,0.10977648320883503
129.0,0.1074433212583577,0.10672551453594571,-0.000993346836299161,0.0055078791940859784,7.359062842429875e-22,0.1022109821781589,4.708783049105969e-38,0.10771886137224487
129.5,0.10588074058651718,0.10516293386410519,-0.0008269995477714204,0.007064359483408032,5.602557070322356e-21,0.09892557392846858,3.0964495094206306e-37,0.10598993341187661
130.0,0.10549799851208191,0.10478019178966992,0.00013944237644358815,0.00896140116384608,4.010848995221562e-20,0.09567934824938025,1.9630734983685254e-36,0.10464074941322633
130.5,0.10472332289659685,0.10400551617418485,0.00028243203276968887,0.011245896074665435,2.7033847812253366e-19,0.09247718806674973,1.2006563729669734e-35,0.10372308414141516
131.0,0.10440191541130812,0.10368410868889613,0.0003961042609847698,0.013964496645368035,1.717610122806239e-18,0.08932350778254332,7.089192298581421e-35,0.10328800442791136
131.5,0.1052310665950496,0.10451325987263761,0.0011290866811071998,0.017161904115724998,1.0299088185951974e-17,0.08622226907580541,4.043439016631697e-34,0.10338417319153041
132.0,0.10603055620024444,0.10531274947783245,0.0012568136452943274,0.020878937874226535,5.834875999498679e-17,0.08317699795831153,2.2292335351498454e-33,0.10405593583253812
132.5,0.1067549427493119,0.1060371360268999,0.0006958808208850642,0.0251504523644901,3.1268968614771577e-16,0.08019080284152443,1.1887197609012922e-32,0.10534125520601484
