wavelength,absorbance,absorbance_bk,residual_3gauss
117.0,0.651486525364638,0.6570422562452036,-0.015092950812619188
117.5,0.6485060900545968,0.6540618209351624,-0.01179057436996822
118.0,0.6436393796791999,0.6491951105597655,-0.00956717659675721
118.5,0.6404958730569771,0.6460516039375427,-0.004863058055708747
119.0,0.6376240357399636,0.6431797666205292,0.0008192174304776367
119.5,0.6326925986464205,0.6382483295269861,0.005096346262178142
120.0,0.6239909528138757,0.6295466836944413,0.006204848461965451
120.5,0.6164069286566564,0.621962659537222,0.0089789198190251
121.0,0.6068287805866844,0.61238451146725,0.010252371275016547
121.5,0.5968084922656524,0.602364223146218,0.01152174628571112
122.0,0.5841812437487072,0.5897369746292728,0.010565432014708276
122.5,0.5707300511410703,0.5762857820216359,0.009107750813092008
123.0,0.5570993394480157,0.5626550703285813,0.0077317727294922145
123.5,0.5424530958457883,0.5480088267263539,0.005536484446122869
124.0,0.5270295272709966,0.5325852581515622,0.002690239416595408
124.5,0.5119812970442992,0.5175370279248648,0.000269582547434144
125.0,0.4966086765500975,0.5021644074306632,-0.0025091731862675326
125.5,0.48170062339651526,0.4872563542770809,-0.004950538335035282
126.0,0.4678872334229864,0.47344296430355204,-0.006529061020173088
126.5,0.4554191314233056,0.46097486230387125,-0.007111469530376835
127.0,0.4424653423256469,0.44802107320621254,-0.008660044331161909
127.5,0.433055120692092,0.43861085157265767,-0.007291561658818169
128.0,0.4238715215490545,0.42942725242962015,-0.006483832748233387
128.5,0.4159854200387724,0.4215411509193381,-0.005340938566223752
129.0,0.4098155135610805,0.41537124444164614,-0.003631450413646098
129.5,0.40497118706377855,0.4105269179443442,-0.0019426148382590824
130.0,0.40216606144247113,0.4077217923230368,0.00023740401703453706
130.5,0.4006932682835223,0.40624899916408796,0.002000283189805996
131.0,0.40103218976061333,0.406587920641179,0.00363096904506377
131.5,0.4024120060569833,0.40796773693754895,0.00417895164814347
132.0,0.40562606364339887,0.41118179452396453,0.004281136023923826
132.5,0.41181110619477823,0.4173668370753439,0.00494999804880919
133.0,0.41938433010226134,0.424940060982827,0.004519555709492029
133.5,0.4288500826713136,0.43440581355187924,0.0034604875830399617
134.0,0.44095478742410527,0.4465105183046709,0.002542470630854776
134.5,0.45503457871908887,0.4605903095996545,0.0011877147714356995
135.0,0.47106287122254953,0.4766186021031152,-0.00047754159790663886
135.5,0.4892580294423251,0.49481376032289076,-0.0020137929181315295
136.0,0.5088892345535235,0.5144449654340891,-0.003863460890457082
136.5,0.530530398471008,0.5360861293515736,-0.0051008115398326614
137.0,0.5543378283955757,0.5598935592761413,-0.005160881572309317
137.5,0.5799455291986316,0.5855012600791972,-0.003953361731298344
138.0,0.6063865427730065,0.6119422736535721,-0.0019527241242405236
138.5,0.6328697448414105,0.638425475721976,0.0005652732667240645
139.0,0.6586863797931729,0.6642421106737385,0.0034155379908377137
139.5,0.6819424085440233,0.6874981394245889,0.005220750315522271
140.0,0.7022644241359226,0.7078201550164882,0.006102038789260522
140.5,0.7181911015039742,0.7237468323845399,0.005055839247220972
141.0,0.7300507508578643,0.7356064817384299,0.0028181034871241906
141.5,0.7378509651599762,0.7434066960405418,-0.0002576474319410105
142.0,0.7425283370007609,0.7480840678813265,-0.0029600733513934774
142.5,0.7447667323000918,0.7503224631806574,-0.004408859744628235
143.0,0.7447193529714291,0.7502750838519947,-0.004337373173875836
143.5,0.7415042012361611,0.7470599321167267,-0.0035996289350795907
144.0,0.7349233827671149,0.7404791136476805,-0.0024513846957116003
144.5,0.7245635719454857,0.7301193028260513,-0.0014483648935335047
145.0,0.7108793071066657,0.7164350379872313,-0.0003602613886573014
145.5,0.6939059519444285,0.6994616828249941,0.0005461433296236606
146.0,0.6740599775656608,0.6796157084462264,0.001312453733270602
146.5,0.6513796284454432,0.6569353593260088,0.001536213708010159
147.0,0.6263318413353289,0.6318875722158945,0.001187173021941379
147.5,0.5988570443552561,0.6044127752358217,-0.0003350732940863299
148.0,0.5711118683943154,0.576667599274881,-0.0014409832694509683
148.5,0.5446425444531239,0.5501982753336895,-0.001155008458232798
149.0,0.5201273113722377,0.5256830422528033,0.0006547100469832534
149.5,0.4963871398034661,0.5019428706840318,0.002319017501604237
150.0,0.47349773614939167,0.4790534670299573,0.003513233013020589
150.5,0.4515367702717012,0.45709250115226685,0.004035612923352305
151.0,0.4304199228041608,0.43597565368472646,0.0036677983651825508
151.5,0.40997275006025047,0.4155284809408161,0.0022596238546625513
152.0,0.39074805420293174,0.3963037850834974,0.0005442860448639508
152.5,0.37335778735982056,0.3789135182403862,-0.0005489144699865056
153.0,0.3570268136985832,0.36258254457914885,-0.0013762099063324706
153.5,0.3413395853986631,0.34689531627922876,-0.0018808704327908377
154.0,0.32545260893189726,0.3310083398124629,-0.002435903062191047
154.5,0.3089712827553552,0.31452701363592084,-0.003022135673874604
155.0,0.2921940441837128,0.29774977506427847,-0.0030313489666801696
155.5,0.2745144543724067,0.28007018525297234,-0.002897577664674633
156.0,0.25633585431454703,0.2618915851951127,-0.0021979380667672133
156.5,0.23766809173159953,0.24322382261216519,-0.001052336122793457
157.0,0.2192444384801135,0.22480016936067915,0.0010143008278191423
157.5,0.2001522139199144,0.20570794480048005,0.0027366196087502126
158.0,0.1809587396773872,0.18651447055795284,0.004276230103840262
158.5,0.16170872900857555,0.16726445988914118,0.005261917466848676
159.0,0.14250147814928607,0.1480572090298517,0.005405576604370688
159.5,0.12350991793158635,0.129065648812152,0.004551829775506153
160.0,0.1053866994575044,0.11094243033807004,0.0031041814803336037
